session,gender,disability_scope,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,all,NABTEB,College of Education,zone,North Central,North Central,,,,,3998,3199,3729,1656,1507,12,799,0,2073,149,1.8
2022/2023,Female,all,NABTEB,College of Education,zone,North East,North East,,,,,6690,5351,6162,1089,1005,7,1339,0,5073,84,1.8
2022/2023,Female,all,NABTEB,College of Education,zone,North West,North West,,,,,12479,9983,11687,1575,1463,9,2496,0,10112,112,1.8
2022/2023,Female,all,NABTEB,College of Education,zone,South East,South East,,,,,3208,2567,2983,674,607,5,641,0,2309,67,1.8
2022/2023,Female,all,NABTEB,College of Education,zone,South South,South South,,,,,3942,3154,3681,516,473,3,788,0,3165,43,1.8
2022/2023,Female,all,NABTEB,College of Education,zone,South West,South West,,,,,9614,7694,8839,2560,2335,18,1920,0,6279,225,1.8
2022/2023,Female,all,NABTEB,Polytechnic,zone,North Central,North Central,,,,,3803,3042,3488,1369,1225,12,761,0,2119,144,1.7
2022/2023,Female,all,NABTEB,Polytechnic,zone,North East,North East,,,,,5910,4729,5493,570,522,4,1181,0,4923,48,1.7
2022/2023,Female,all,NABTEB,Polytechnic,zone,North West,North West,,,,,9553,7644,8759,1081,992,7,1909,0,7678,89,1.7
2022/2023,Female,all,NABTEB,Polytechnic,zone,South East,South East,,,,,3246,2596,2972,758,685,6,650,0,2214,73,1.7
2022/2023,Female,all,NABTEB,Polytechnic,zone,South South,South South,,,,,3886,3109,3610,897,822,6,777,0,2713,75,1.7
2022/2023,Female,all,NABTEB,Polytechnic,zone,South West,South West,,,,,9069,7256,8504,2811,2554,21,1813,0,5693,257,1.7
2022/2023,Female,all,NABTEB,University,zone,North Central,North Central,,,,,3882,3107,3576,7111,6428,55,775,0,0,683,1.6
2022/2023,Female,all,NABTEB,University,zone,North East,North East,,,,,5524,4419,5088,4186,3938,20,1105,0,902,248,1.6000000000000003
2022/2023,Female,all,NABTEB,University,zone,North West,North West,,,,,12928,10343,11885,4707,4355,28,2585,0,7178,352,1.6
2022/2023,Female,all,NABTEB,University,zone,South East,South East,,,,,3459,2767,3197,7489,6726,61,692,0,0,763,1.6
2022/2023,Female,all,NABTEB,University,zone,South South,South South,,,,,3573,2859,3275,7752,6996,60,714,0,0,756,1.6
2022/2023,Female,all,NABTEB,University,zone,South West,South West,,,,,9461,7568,8674,8604,7795,65,1893,0,70,809,1.6
2022/2023,Female,all,NECO,College of Education,zone,North Central,North Central,,,,,7459,5966,6908,3113,2847,21,1493,0,3795,266,1.8
2022/2023,Female,all,NECO,College of Education,zone,North East,North East,,,,,12464,9970,11365,1991,1835,12,2494,0,9374,156,1.8
2022/2023,Female,all,NECO,College of Education,zone,North West,North West,,,,,23043,18437,21334,2864,2621,19,4606,0,18470,243,1.8
2022/2023,Female,all,NECO,College of Education,zone,South East,South East,,,,,6019,4815,5586,1452,1345,9,1204,0,4134,107,1.8
2022/2023,Female,all,NECO,College of Education,zone,South South,South South,,,,,7348,5878,6746,1000,925,6,1470,0,5746,75,1.8
2022/2023,Female,all,NECO,College of Education,zone,South West,South West,,,,,17852,14280,16369,4851,4401,36,3572,0,11518,450,1.8
2022/2023,Female,all,NECO,Polytechnic,zone,North Central,North Central,,,,,7106,5685,6494,2562,2369,15,1421,0,3932,193,1.6
2022/2023,Female,all,NECO,Polytechnic,zone,North East,North East,,,,,11182,8945,10409,1046,967,6,2237,0,9363,79,1.6000000000000003
2022/2023,Female,all,NECO,Polytechnic,zone,North West,North West,,,,,17989,14391,16447,2009,1840,14,3598,0,14438,169,1.6
2022/2023,Female,all,NECO,Polytechnic,zone,South East,South East,,,,,5969,4775,5439,1597,1472,10,1194,0,3842,125,1.6000000000000003
2022/2023,Female,all,NECO,Polytechnic,zone,South South,South South,,,,,7259,5806,6710,1791,1656,11,1453,0,4919,135,1.6
2022/2023,Female,all,NECO,Polytechnic,zone,South West,South West,,,,,17085,13665,15883,5442,4979,37,3420,0,10441,463,1.6
2022/2023,Female,all,NECO,University,zone,North Central,North Central,,,,,7256,5804,6672,13392,12361,82,1452,0,0,1031,1.5
2022/2023,Female,all,NECO,University,zone,North East,North East,,,,,10212,8171,9349,7484,6885,48,2041,0,1865,599,1.5
2022/2023,Female,all,NECO,University,zone,North West,North West,,,,,24201,19358,22187,8657,7914,59,4843,0,13530,743,1.5
2022/2023,Female,all,NECO,University,zone,South East,South East,,,,,6553,5241,6034,16476,15252,98,1312,0,0,1224,1.5
2022/2023,Female,all,NECO,University,zone,South South,South South,,,,,6736,5390,6123,15090,13948,91,1346,0,0,1142,1.5
2022/2023,Female,all,NECO,University,zone,South West,South West,,,,,17637,14109,16005,16288,14785,120,3528,0,0,1503,1.5
2022/2023,Female,all,WAEC,College of Education,zone,North Central,North Central,,,,,9838,7869,9084,4314,3996,25,1969,0,4770,318,1.8
2022/2023,Female,all,WAEC,College of Education,zone,North East,North East,,,,,16275,13021,14922,2642,2428,17,3254,0,12280,214,1.8
2022/2023,Female,all,WAEC,College of Education,zone,North West,North West,,,,,30383,24304,28230,3909,3601,25,6079,0,24321,308,1.8
2022/2023,Female,all,WAEC,College of Education,zone,South East,South East,,,,,7994,6396,7404,1913,1763,12,1598,0,5491,150,1.8
2022/2023,Female,all,WAEC,College of Education,zone,South South,South South,,,,,9754,7802,9025,1401,1293,9,1952,0,7624,108,1.8
2022/2023,Female,all,WAEC,College of Education,zone,South West,South West,,,,,23345,18676,21423,6310,5875,35,4669,0,15113,435,1.8
2022/2023,Female,all,WAEC,Polytechnic,zone,North Central,North Central,,,,,9393,7514,8576,3545,3289,20,1879,0,5031,256,1.6
2022/2023,Female,all,WAEC,Polytechnic,zone,North East,North East,,,,,14707,11764,13611,1405,1290,9,2943,0,12206,115,1.6000000000000003
2022/2023,Female,all,WAEC,Polytechnic,zone,North West,North West,,,,,23364,18691,21257,2734,2531,16,4673,0,18523,203,1.6
2022/2023,Female,all,WAEC,Polytechnic,zone,South East,South East,,,,,7869,6296,7165,2092,1927,13,1573,0,5073,165,1.6000000000000003
2022/2023,Female,all,WAEC,Polytechnic,zone,South South,South South,,,,,9502,7602,8761,2401,2206,16,1900,0,6360,195,1.6
2022/2023,Female,all,WAEC,Polytechnic,zone,South West,South West,,,,,22355,17883,20890,7086,6628,37,4472,0,13804,458,1.6
2022/2023,Female,all,WAEC,University,zone,North Central,North Central,,,,,9514,7611,8742,18608,17212,112,1903,0,0,1396,1.5
2022/2023,Female,all,WAEC,University,zone,North East,North East,,,,,13659,10929,12496,10005,9190,65,2730,0,2491,815,1.5
2022/2023,Female,all,WAEC,University,zone,North West,North West,,,,,31954,25563,29238,11952,11040,73,6391,0,17286,912,1.5
2022/2023,Female,all,WAEC,University,zone,South East,South East,,,,,8608,6887,7910,21406,19769,131,1721,0,0,1637,1.5
2022/2023,Female,all,WAEC,University,zone,South South,South South,,,,,8841,7072,8043,20682,19142,123,1769,0,0,1540,1.5
2022/2023,Female,all,WAEC,University,zone,South West,South West,,,,,23348,18682,21197,21043,19617,114,4666,0,154,1426,1.5
2022/2023,Female,disabled,NABTEB,College of Education,zone,North Central,North Central,,,,,363,292,328,233,214,2,71,0,95,19,1.8
2022/2023,Female,disabled,NABTEB,College of Education,zone,North East,North East,,,,,607,487,543,122,111,1,120,0,421,11,1.8
2022/2023,Female,disabled,NABTEB,College of Education,zone,North West,North West,,,,,1176,947,1070,198,181,1,229,0,872,17,1.8
2022/2023,Female,disabled,NABTEB,College of Education,zone,South East,South East,,,,,286,229,257,100,91,1,57,0,157,9,1.8
2022/2023,Female,disabled,NABTEB,College of Education,zone,South South,South South,,,,,361,290,315,75,67,1,71,0,240,8,1.8
2022/2023,Female,disabled,NABTEB,College of Education,zone,South West,South West,,,,,877,705,774,355,322,3,172,0,419,33,1.8
2022/2023,Female,disabled,NABTEB,Polytechnic,zone,North Central,North Central,,,,,346,278,307,197,180,1,68,0,110,17,1.7
2022/2023,Female,disabled,NABTEB,Polytechnic,zone,North East,North East,,,,,541,434,497,76,70,0,107,0,421,6,1.7
2022/2023,Female,disabled,NABTEB,Polytechnic,zone,North West,North West,,,,,841,677,752,132,121,1,164,0,620,11,1.7
2022/2023,Female,disabled,NABTEB,Polytechnic,zone,South East,South East,,,,,307,246,271,111,101,1,61,0,160,10,1.7
2022/2023,Female,disabled,NABTEB,Polytechnic,zone,South South,South South,,,,,353,283,309,131,118,1,70,0,178,13,1.7
2022/2023,Female,disabled,NABTEB,Polytechnic,zone,South West,South West,,,,,809,651,731,393,357,3,158,0,338,36,1.7
2022/2023,Female,disabled,NABTEB,University,zone,North Central,North Central,,,,,357,286,321,998,911,7,71,0,0,87,1.6
2022/2023,Female,disabled,NABTEB,University,zone,North East,North East,,,,,515,413,462,518,475,3,102,0,0,43,1.6000000000000003
2022/2023,Female,disabled,NABTEB,University,zone,North West,North West,,,,,1179,949,1081,612,553,5,230,0,469,59,1.6
2022/2023,Female,disabled,NABTEB,University,zone,South East,South East,,,,,312,251,279,1096,1021,6,61,0,0,75,1.6
2022/2023,Female,disabled,NABTEB,University,zone,South South,South South,,,,,330,265,287,1135,1031,8,65,0,0,104,1.6
2022/2023,Female,disabled,NABTEB,University,zone,South West,South West,,,,,843,679,740,1218,1117,8,164,0,0,101,1.6
2022/2023,Female,disabled,NECO,College of Education,zone,North Central,North Central,,,,,574,460,538,244,221,2,114,0,294,23,1.8
